,TotalLinesOfCode,TotalSymbols,SymbolsPerLine,Area,AreaPerLine,TotalConnectivity,TotalConnectivityPerLine,FieldConnectivity,FieldConnectivityPerLine,MethodConnectivity,MethodConnectivityPerLine,MethodDeclarationLines,MethodDeclarationSymbols,MethodDeclarationSymbolsPerLine,MethodDeclarationArea,MethodDeclarationDepthPerLine,KeywordContinueTotalCount,KeywordContinueCountPerLine,KeywordForTotalCount,KeywordForCountPerLine,KeywordNewTotalCount,KeywordNewCountPerLine,KeywordSwitchTotalCount,KeywordSwitchCountPerLine,KeywordAssertTotalCount,KeywordAssertCountPerLine,KeywordSynchronizedTotalCount,KeywordSynchronizedCountPerLine,KeywordBooleanTotalCount,KeywordBooleanCountPerLine,KeywordDoTotalCount,KeywordDoCountPerLine,KeywordIfTotalCount,KeywordIfCountPerLine,KeywordThisTotalCount,KeywordThisCountPerLine,KeywordBreakTotalCount,KeywordBreakCountPerLine,KeywordDoubleTotalCount,KeywordDoubleCountPerLine,KeywordThrowTotalCount,KeywordThrowCountPerLine,KeywordByteTotalCount,KeywordByteCountPerLine,KeywordElseTotalCount,KeywordElseCountPerLine,KeywordCaseTotalCount,KeywordCaseCountPerLine,KeywordInstanceofTotalCount,KeywordInstanceofCountPerLine,KeywordReturnTotalCount,KeywordReturnCountPerLine,KeywordTransientTotalCount,KeywordTransientCountPerLine,KeywordCatchTotalCount,KeywordCatchCountPerLine,KeywordIntTotalCount,KeywordIntCountPerLine,KeywordShortTotalCount,KeywordShortCountPerLine,KeywordTryTotalCount,KeywordTryCountPerLine,KeywordCharTotalCount,KeywordCharCountPerLine,KeywordFinalTotalCount,KeywordFinalCountPerLine,KeywordFinallyTotalCount,KeywordFinallyCountPerLine,KeywordLongTotalCount,KeywordLongCountPerLine,KeywordStrictfpTotalCount,KeywordStrictfpCountPerLine,KeywordFloatTotalCount,KeywordFloatCountPerLine,KeywordSuperTotalCount,KeywordSuperCountPerLine,KeywordWhileTotalCount,KeywordWhileCountPerLine,label
743357,2,89,44.5,0,0.0,0,0.0,0,0.0,0,0.0,11,494,44.90909090909091,7,0.636363636363636,0,0.0,0,0.0,0,0.0,0,0.0,2,0.6666666666666661,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
698394,6,228,38.0,2,0.333333333333333,0,0.0,0,0.0,0,0.0,20,777,38.85,22,1.1,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,3,0.6000000000000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,0.2,0
4509,5,279,55.8,3,0.6000000000000001,0,0.0,0,0.0,0,0.0,19,751,39.526315789473685,49,2.578947368421052,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
3109,2,106,53.0,0,0.0,0,0.0,0,0.0,0,0.0,30,806,26.866666666666667,49,1.633333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
8185,1,68,68.0,0,0.0,1,1.0,0,0.0,1,1.0,52,2243,43.13461538461539,116,2.230769230769231,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
103740,6,209,34.833333333333336,0,0.0,6,1.2,6,1.2,0,0.0,103,3385,32.86407766990291,99,0.9611650485436892,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
70,19,815,42.89473684210526,40,2.105263157894736,2,0.105263157894736,0,0.0,2,0.105263157894736,33,1277,38.696969696969695,84,2.545454545454545,0,0.0,0,0.0,2,0.105263157894736,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.052631578947368,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.421052631578947,0,0.0,3,0.157894736842105,2,0.105263157894736,0,0.0,0,0,0,0.0,0,0.0,1,0.052631578947368,1
995589,8,255,31.875,0,0.0,4,0.6666666666666661,3,0.5,1,0.166666666666666,26,884,34.0,23,0.884615384615384,0,0.0,0,0.0,2,0.333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.333333333333333,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
7489,1,90,90.0,0,0.0,1,1.0,0,0.0,1,1.0,10,450,45.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
1283069,10,585,58.5,0,0.0,0,0.0,0,0.0,0,0.0,76,2120,27.894736842105264,73,0.9605263157894732,0,0.0,0,0.0,1,0.066666666666666,0,0.0,3,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
872159,15,502,33.46666666666667,15,1.0,2,0.166666666666666,1,0.083333333333333,1,0.083333333333333,18,600,33.333333333333336,30,1.666666666666666,1,0.083333333333333,1,0.083333333333333,1,0.083333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.166666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.166666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
989448,3,64,21.33333333333333,0,0.0,0,0.0,0,0.0,0,0.0,70,2689,38.41428571428571,474,6.771428571428571,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
9370,19,699,36.78947368421053,22,1.157894736842105,4,0.210526315789473,4,0.210526315789473,0,0.0,58,2471,42.60344827586207,91,1.568965517241379,0,0.0,1,0.052631578947368,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.105263157894736,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.105263157894736,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.052631578947368,0,0.0,1,0.052631578947368,0,0.0,1,0.052631578947368,1,0.052631578947368,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
5967,1,51,51.0,0,0.0,1,1.0,0,0.0,1,1.0,9,266,29.55555555555556,1,0.111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
6974,64,3824,59.75,563,8.796875,5,0.078125,5,0.078125,0,0.0,72,4166,57.86111111111112,713,9.90277777777778,0,0.0,3,0.046875,12,0.1875,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.03125,0,0.0,0,0.0,4,0.0625,0,0.0,1,0.015625,0,0.0,0,0.0,1,0.015625,0,0.0,0,0.0,0,0.0,1,0.015625,0,0,0,0.0,0,0.0,0,0.0,1
4619,2,155,77.5,0,0.0,2,1.0,2,1.0,0,0.0,59,2758,46.74576271186441,279,4.728813559322034,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
151260,22,883,40.13636363636363,0,0.0,9,0.310344827586206,6,0.206896551724137,3,0.103448275862068,54,1975,36.57407407407408,51,0.944444444444444,0,0.0,0,0.0,1,0.034482758620689,0,0.0,2,0.068965517241379,0,0.0,0,0.0,0,0.0,1,0.034482758620689,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
1002125,5,256,51.2,2,0.4,2,0.4,0,0.0,2,0.4,36,2214,61.5,37,1.027777777777777,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
159042,3,190,63.333333333333336,0,0.0,2,0.5,1,0.25,1,0.25,39,1835,47.05128205128205,53,1.358974358974359,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
8642,6,231,38.5,1,0.166666666666666,1,0.166666666666666,1,0.166666666666666,0,0.0,9,306,34.0,7,0.777777777777777,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.166666666666666,0,0.0,0,0.0,0,0.0,1,0.166666666666666,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
936855,1,34,34.0,0,0.0,0,0.0,0,0.0,0,0.0,46,1696,36.869565217391305,167,3.630434782608696,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
937147,24,984,41.0,14,0.583333333333333,1,0.022222222222222,0,0.0,1,0.022222222222222,105,6087,57.97142857142857,457,4.352380952380952,0,0.0,1,0.022222222222222,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.044444444444444,0,0.0,0,0.0,7,0.155555555555555,0,0.0,0,0.0,2,0.044444444444444,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
5673,16,510,31.875,0,0.0,0,0.0,0,0.0,0,0.0,22,676,30.727272727272727,17,0.772727272727272,0,0.0,1,0.0625,4,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
126771,15,649,43.266666666666666,0,0.0,0,0.0,0,0.0,0,0.0,40,1549,38.725,34,0.85,0,0.0,0,0.0,3,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
651,55,2241,40.74545454545454,93,1.690909090909091,10,0.181818181818181,4,0.072727272727272,6,0.109090909090909,64,2543,39.734375,207,3.234375,0,0.0,3,0.054545454545454,2,0.036363636363636,0,0.0,0,0.0,0,0.0,1,0.018181818181818,5,0.09090909090909,4,0.072727272727272,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.036363636363636,0,0.0,0,0.0,3,0.054545454545454,0,0.0,0,0.0,3,0.054545454545454,0,0.0,1,0.018181818181818,0,0.0,4,0.072727272727272,1,0.018181818181818,1,0.018181818181818,0,0,0,0.0,0,0.0,0,0.0,1
328430,3,293,97.66666666666669,0,0.0,0,0.0,0,0.0,0,0.0,55,3518,63.96363636363636,131,2.381818181818182,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
606433,5,274,54.8,0,0.0,1,0.166666666666666,1,0.166666666666666,0,0.0,32,1096,34.25,25,0.7812500000000001,0,0.0,0,0.0,1,0.166666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.166666666666666,0,0.0,1,0.166666666666666,0,0,0,0.0,0,0.0,0,0.0,0
19610,23,1062,46.17391304347826,0,0.0,0,0.0,0,0.0,0,0.0,55,2151,39.10909090909091,53,0.9636363636363632,0,0.0,0,0.0,8,0.296296296296296,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.074074074074074,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
1024217,16,539,33.6875,8,0.5,0,0.0,0,0.0,0,0.0,33,1044,31.63636363636364,52,1.575757575757575,0,0.0,1,0.071428571428571,4,0.285714285714285,0,0.0,11,0.785714285714285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.071428571428571,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
154078,4,309,77.25,0,0.0,4,0.5,3,0.375,1,0.125,20,1068,53.4,17,0.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1,0.125,0,0.0,0
566185,4,273,68.25,0,0.0,1,0.166666666666666,0,0.0,1,0.166666666666666,19,1018,53.578947368421055,17,0.894736842105263,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
8695,1,46,46.0,0,0.0,1,1.0,0,0.0,1,1.0,14,347,24.785714285714285,11,0.785714285714285,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
9,2,159,79.5,0,0.0,0,0.0,0,0.0,0,0.0,5,294,58.8,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
3600,2,120,60.0,0,0.0,0,0.0,0,0.0,0,0.0,41,1727,42.1219512195122,38,0.9268292682926832,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
21812,23,1047,45.52173913043478,7,0.304347826086956,1,0.035714285714285,1,0.035714285714285,0,0.0,132,5448,41.27272727272727,189,1.431818181818181,0,0.0,0,0.0,4,0.142857142857142,0,0.0,2,0.071428571428571,0,0.0,2,0.071428571428571,0,0.0,2,0.071428571428571,0,0.0,0,0.0,0,0.0,0,0.0,2,0.071428571428571,1,0.035714285714285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
9394,64,3428,53.5625,214,3.34375,6,0.09375,2,0.03125,4,0.0625,66,3532,53.51515151515152,282,4.272727272727272,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.015625,0,0.0,10,0.15625,2,0.03125,0,0.0,0,0.0,0,0.0,0,0.0,8,0.125,0,0.0,1,0.015625,15,0.234375,0,0.0,2,0.03125,0,0.0,0,0.0,2,0.03125,0,0.0,3,0.046875,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
622323,8,502,62.75,0,0.0,0,0.0,0,0.0,0,0.0,24,1366,56.91666666666666,21,0.875,0,0.0,0,0.0,2,0.166666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.083333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
180795,1,27,27.0,0,0.0,0,0.0,0,0.0,0,0.0,30,1225,40.833333333333336,27,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
5124,6,247,41.16666666666666,0,0.0,4,0.6666666666666661,3,0.5,1,0.166666666666666,36,1557,43.25,59,1.638888888888888,0,0.0,0,0.0,1,0.166666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
708951,8,626,78.25,0,0.0,3,0.214285714285714,2,0.142857142857142,1,0.071428571428571,139,6494,46.71942446043165,240,1.7266187050359711,0,0.0,0,0.0,8,0.5714285714285711,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
157806,11,420,38.18181818181818,0,0.0,0,0.0,0,0.0,0,0.0,40,1981,49.525,37,0.925,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
472381,2,142,71.0,0,0.0,1,0.25,1,0.25,0,0.0,11,443,40.27272727272727,7,0.636363636363636,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
3804,2,74,37.0,0,0.0,0,0.0,0,0.0,0,0.0,74,2873,38.82432432432432,181,2.445945945945946,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
471505,10,438,43.8,0,0.0,9,0.818181818181818,9,0.818181818181818,0,0.0,48,1906,39.708333333333336,77,1.604166666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.454545454545454,0,0.0,0,0.0,0,0.0,5,0.454545454545454,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
1087324,2,119,59.5,0,0.0,2,0.6666666666666661,2,0.6666666666666661,0,0.0,45,2040,45.333333333333336,52,1.155555555555555,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
192915,4,184,46.0,0,0.0,0,0.0,0,0.0,0,0.0,27,947,35.07407407407408,23,0.8518518518518511,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
1068615,12,652,54.333333333333336,0,0.0,1,0.066666666666666,0,0.0,1,0.066666666666666,94,4798,51.04255319148936,126,1.340425531914893,0,0.0,0,0.0,0,0.0,0,0.0,11,0.7333333333333331,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
1041974,6,571,95.16666666666669,0,0.0,0,0.0,0,0.0,0,0.0,54,3866,71.5925925925926,51,0.944444444444444,0,0.0,0,0.0,0,0.0,0,0.0,6,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
1244,2,141,70.5,0,0.0,1,0.5,0,0.0,1,0.5,10,506,50.6,11,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
5149,1,73,73.0,0,0.0,0,0.0,0,0.0,0,0.0,57,2926,51.333333333333336,54,0.9473684210526312,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
1191,1,40,40.0,0,0.0,0,0.0,0,0.0,0,0.0,35,1100,31.428571428571427,31,0.8857142857142851,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0,0,0.0,0,0.0,0,0.0,1
